event_id,event_start,event_end,new_detected,newly_rescued,still_missed,new_lead_minutes,pre_max_final_score,pre_max_co_relative,pre_max_hgnn_score,pre_max_rf_score,pre_min_kiln_head_temp,pre_median_kiln_head_temp,event_max_co_relative,event_max_hgnn_score,event_max_rf_score,event_max_risk_target,event_min_kiln_head_temp,event_median_kiln_head_temp
45,2024-01-21 19:25:23,2024-01-21 21:09:38,True,True,False,47.05,0.5665460172572081,-0.0478000049999999,0.5665460172572081,0.7293614609206196,123.7400055,124.0800018,0.793400019,0.5062354093320489,0.7240946957789258,0.7481300232999999,86.59500122,124.1649933
52,2024-02-03 00:31:00,2024-02-03 00:58:00,False,False,True,,0.0,,,,174.0599976,174.0599976,0.3196249609999999,0.3129286243374021,0.3631099892944642,0.3645499944999999,177.5025024,181.1575012
